Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
F1,18/09/2022,14:00,Marseille,Rennes,1,1,D
F1,18/09/2022,14:00,Nice,Angers,0,1,A
F1,18/09/2022,16:05,Nantes,Lens,0,0,D
F1,18/09/2022,19:45,Lyon,Paris SG,0,1,A
F1,30/09/2022,20:00,Angers,Marseille,0,3,A
F1,01/10/2022,16:00,Strasbourg,Rennes,1,3,A
F1,01/10/2022,20:00,Paris SG,Nice,2,1,H
F1,02/10/2022,12:00,Lorient,Lille,2,1,H
F1,02/10/2022,14:00,Ajaccio,Clermont,1,3,A
F1,02/10/2022,14:00,Auxerre,Brest,1,1,D
F1,02/10/2022,14:00,Toulouse,Montpellier,4,2,H
F1,02/10/2022,14:00,Troyes,Reims,2,2,D
F1,02/10/2022,16:05,Monaco,Nantes,4,1,H
F1,02/10/2022,19:45,Lens,Lyon,1,0,H
F1,07/10/2022,20:00,Lyon,Toulouse,1,1,D
F1,08/10/2022,16:00,Marseille,Ajaccio,1,2,A
F1,08/10/2022,20:00,Reims,Paris SG,0,0,D
F1,09/10/2022,12:00,Montpellier,Monaco,0,2,A
F1,09/10/2022,14:00,Angers,Strasbourg,2,3,A
F1,09/10/2022,14:00,Brest,Lorient,1,2,A
F1,09/10/2022,14:00,Clermont,Auxerre,2,1,H
F1,09/10/2022,14:00,Nice,Troyes,3,2,H
F1,09/10/2022,16:05,Rennes,Nantes,3,0,H
F1,09/10/2022,19:45,Lille,Lens,1,0,H
F1,14/10/2022,20:00,Strasbourg,Lille,0,3,A
F1,15/10/2022,16:00,Lorient,Reims,0,0,D
F1,15/10/2022,20:00,Lens,Montpellier,1,0,H
F1,16/10/2022,12:00,Toulouse,Angers,3,2,H
F1,16/10/2022,14:00,Auxerre,Nice,1,1,D
F1,16/10/2022,14:00,Nantes,Brest,4,1,H
F1,16/10/2022,14:00,Rennes,Lyon,3,2,H
F1,16/10/2022,14:00,Troyes,Ajaccio,1,1,D
F1,16/10/2022,16:05,Monaco,Clermont,1,1,D
F1,16/10/2022,19:45,Paris SG,Marseille,1,0,H
F1,21/10/2022,20:00,Ajaccio,Paris SG,0,3,A
F1,22/10/2022,16:00,Montpellier,Lyon,1,2,A
F1,22/10/2022,20:00,Marseille,Lens,0,1,A
F1,23/10/2022,12:00,Angers,Rennes,1,2,A
F1,23/10/2022,14:00,Clermont,Brest,1,3,A
F1,23/10/2022,14:00,Reims,Auxerre,2,1,H
F1,23/10/2022,14:00,Toulouse,Strasbourg,2,2,D
F1,23/10/2022,14:00,Troyes,Lorient,2,2,D
F1,23/10/2022,16:05,Nice,Nantes,1,1,D
F1,23/10/2022,19:45,Lille,Monaco,4,3,H
F1,28/10/2022,20:00,Lens,Toulouse,3,0,H
F1,29/10/2022,16:00,Paris SG,Troyes,4,3,H
F1,29/10/2022,20:00,Strasbourg,Marseille,2,2,D
F1,30/10/2022,12:00,Auxerre,Ajaccio,1,0,H
F1,30/10/2022,14:00,Brest,Reims,0,0,D
F1,30/10/2022,14:00,Monaco,Angers,2,0,H
F1,30/10/2022,14:00,Nantes,Clermont,1,1,D
F1,30/10/2022,14:00,Rennes,Montpellier,3,0,H
F1,30/10/2022,16:05,Lorient,Nice,1,2,A
F1,30/10/2022,19:45,Lyon,Lille,1,0,H
F1,04/11/2022,20:00,Troyes,Auxerre,1,1,D
F1,05/11/2022,16:00,Ajaccio,Strasbourg,4,2,H
F1,05/11/2022,20:00,Angers,Lens,1,2,A
F1,06/11/2022,12:00,Lorient,Paris SG,1,2,A
F1,06/11/2022,14:00,Clermont,Montpellier,1,1,D
F1,06/11/2022,14:00,Nice,Brest,1,0,H
F1,06/11/2022,14:00,Reims,Nantes,1,0,H
F1,06/11/2022,14:00,Toulouse,Monaco,0,2,A
F1,06/11/2022,16:05,Lille,Rennes,1,1,D
F1,06/11/2022,19:45,Marseille,Lyon,1,0,H
F1,11/11/2022,20:00,Lyon,Nice,1,1,D
F1,12/11/2022,16:00,Lens,Clermont,2,1,H
F1,12/11/2022,20:00,Rennes,Toulouse,2,1,H
F1,13/11/2022,12:00,Paris SG,Auxerre,5,0,H
F1,13/11/2022,14:00,Brest,Troyes,2,1,H
F1,13/11/2022,14:00,Lille,Angers,1,0,H
F1,13/11/2022,14:00,Montpellier,Reims,1,1,D
F1,13/11/2022,14:00,Nantes,Ajaccio,2,2,D
F1,13/11/2022,16:05,Strasbourg,Lorient,1,1,D
F1,13/11/2022,19:45,Monaco,Marseille,2,3,A
F1,28/12/2022,14:00,Ajaccio,Angers,1,0,H
F1,28/12/2022,14:00,Troyes,Nantes,0,0,D
F1,28/12/2022,16:00,Auxerre,Monaco,2,3,A
F1,28/12/2022,18:00,Clermont,Lille,0,2,A
F1,28/12/2022,20:00,Brest,Lyon,2,4,A
F1,28/12/2022,20:00,Paris SG,Strasbourg,2,1,H
F1,29/12/2022,16:00,Lorient,Montpellier,0,2,A
F1,29/12/2022,18:00,Reims,Rennes,3,1,H
F1,29/12/2022,20:00,Marseille,Toulouse,6,1,H
F1,29/12/2022,20:00,Nice,Lens,0,0,D
F1,01/01/2023,14:00,Angers,Lorient,1,2,A
F1,01/01/2023,14:00,Monaco,Brest,1,0,H
F1,01/01/2023,14:00,Nantes,Auxerre,1,0,H
F1,01/01/2023,14:00,Toulouse,Ajaccio,2,0,H
F1,01/01/2023,16:00,Lyon,Clermont,0,1,A
F1,01/01/2023,19:45,Lens,Paris SG,3,1,H
F1,02/01/2023,14:00,Strasbourg,Troyes,2,3,A
F1,02/01/2023,16:00,Lille,Reims,1,1,D
F1,02/01/2023,18:00,Montpellier,Marseille,1,2,A
F1,02/01/2023,20:00,Rennes,Nice,2,1,H
F1,11/01/2023,18:00,Ajaccio,Reims,0,1,A
F1,11/01/2023,18:00,Auxerre,Toulouse,0,5,A
F1,11/01/2023,18:00,Brest,Lille,0,0,D
F1,11/01/2023,18:00,Clermont,Rennes,2,1,H
F1,11/01/2023,18:00,Nantes,Lyon,0,0,D
F1,11/01/2023,20:00,Lorient,Monaco,2,2,D
F1,11/01/2023,20:00,Nice,Montpellier,6,1,H
F1,11/01/2023,20:00,Paris SG,Angers,2,0,H
F1,11/01/2023,20:00,Strasbourg,Lens,2,2,D
F1,11/01/2023,20:00,Troyes,Marseille,0,2,A
F1,14/01/2023,16:00,Lens,Auxerre,1,0,H
F1,14/01/2023,18:00,Marseille,Lorient,3,1,H
F1,14/01/2023,20:00,Lyon,Strasbourg,1,2,A
F1,15/01/2023,12:00,Lille,Troyes,5,1,H
F1,15/01/2023,14:00,Angers,Clermont,1,2,A
F1,15/01/2023,14:00,Montpellier,Nantes,0,3,A
F1,15/01/2023,14:00,Reims,Nice,0,0,D
F1,15/01/2023,14:00,Toulouse,Brest,1,1,D
F1,15/01/2023,16:05,Monaco,Ajaccio,7,1,H
F1,15/01/2023,19:45,Rennes,Paris SG,1,0,H
F1,27/01/2023,20:00,Lorient,Rennes,2,1,H
F1,28/01/2023,16:00,Troyes,Lens,1,1,D
F1,28/01/2023,20:00,Marseille,Monaco,1,1,D
F1,29/01/2023,12:00,Nice,Lille,1,0,H
F1,29/01/2023,14:00,Auxerre,Montpellier,0,2,A
F1,29/01/2023,14:00,Brest,Angers,4,0,H
F1,29/01/2023,14:00,Clermont,Nantes,0,0,D
F1,29/01/2023,14:00,Strasbourg,Toulouse,1,2,A
F1,29/01/2023,16:05,Ajaccio,Lyon,0,2,A
F1,29/01/2023,19:45,Paris SG,Reims,1,1,D
F1,01/02/2023,18:00,Angers,Ajaccio,1,2,A
F1,01/02/2023,18:00,Lille,Clermont,0,0,D
F1,01/02/2023,18:00,Nantes,Marseille,0,2,A
F1,01/02/2023,18:00,Reims,Lorient,4,2,H
F1,01/02/2023,18:00,Toulouse,Troyes,4,1,H
F1,01/02/2023,20:00,Lens,Nice,0,1,A
F1,01/02/2023,20:00,Lyon,Brest,0,0,D
F1,01/02/2023,20:00,Monaco,Auxerre,3,2,H
F1,01/02/2023,20:00,Montpellier,Paris SG,1,3,A
F1,01/02/2023,20:00,Rennes,Strasbourg,3,0,H
F1,04/02/2023,16:00,Paris SG,Toulouse,2,1,H
F1,04/02/2023,18:00,Troyes,Lyon,1,3,A
F1,04/02/2023,20:00,Rennes,Lille,1,3,A
F1,05/02/2023,12:00,Clermont,Monaco,0,2,A
F1,05/02/2023,14:00,Ajaccio,Nantes,0,2,A
F1,05/02/2023,14:00,Auxerre,Reims,0,0,D
F1,05/02/2023,14:00,Lorient,Angers,0,0,D
F1,05/02/2023,14:00,Strasbourg,Montpellier,2,0,H
F1,05/02/2023,16:05,Brest,Lens,1,1,D
F1,05/02/2023,19:45,Marseille,Nice,1,3,A
F1,10/02/2023,20:00,Nice,Ajaccio,3,0,H
F1,11/02/2023,16:00,Monaco,Paris SG,3,1,H
F1,11/02/2023,20:00,Clermont,Marseille,0,2,A
F1,12/02/2023,12:00,Toulouse,Rennes,3,1,H
F1,12/02/2023,14:00,Angers,Auxerre,1,1,D
F1,12/02/2023,14:00,Lille,Strasbourg,2,0,H
F1,12/02/2023,14:00,Montpellier,Brest,3,0,H
F1,12/02/2023,14:00,Reims,Troyes,4,0,H
F1,12/02/2023,16:05,Nantes,Lorient,1,0,H
F1,12/02/2023,19:45,Lyon,Lens,2,1,H
F1,17/02/2023,20:00,Auxerre,Lyon,2,1,H
F1,18/02/2023,16:00,Nice,Reims,0,0,D
F1,18/02/2023,20:00,Strasbourg,Angers,2,1,H
F1,19/02/2023,12:00,Paris SG,Lille,4,3,H
F1,19/02/2023,14:00,Brest,Monaco,1,2,A
F1,19/02/2023,14:00,Lorient,Ajaccio,3,0,H
F1,19/02/2023,14:00,Rennes,Clermont,2,0,H
F1,19/02/2023,14:00,Troyes,Montpellier,0,1,A
F1,19/02/2023,16:05,Lens,Nantes,3,1,H
F1,19/02/2023,19:45,Toulouse,Marseille,2,3,A
F1,24/02/2023,20:00,Lille,Brest,2,1,H
F1,25/02/2023,16:00,Angers,Lyon,1,3,A
F1,25/02/2023,20:00,Montpellier,Lens,1,1,D
F1,26/02/2023,12:00,Lorient,Auxerre,0,1,A
F1,26/02/2023,14:00,Ajaccio,Troyes,2,1,H
F1,26/02/2023,14:00,Clermont,Strasbourg,1,1,D
F1,26/02/2023,14:00,Nantes,Rennes,0,1,A
F1,26/02/2023,14:00,Reims,Toulouse,3,0,H
F1,26/02/2023,16:05,Monaco,Nice,0,3,A
F1,26/02/2023,19:45,Marseille,Paris SG,0,3,A
F1,03/03/2023,20:00,Nice,Auxerre,1,1,D
F1,04/03/2023,16:00,Lens,Lille,1,1,D
F1,04/03/2023,20:00,Paris SG,Nantes,4,2,H
F1,05/03/2023,12:00,Troyes,Monaco,2,2,D
F1,05/03/2023,14:00,Montpellier,Angers,5,0,H
F1,05/03/2023,14:00,Reims,Ajaccio,1,0,H
F1,05/03/2023,14:00,Strasbourg,Brest,0,1,A
F1,05/03/2023,14:00,Toulouse,Clermont,0,1,A
F1,05/03/2023,16:05,Lyon,Lorient,0,0,D
F1,05/03/2023,19:45,Rennes,Marseille,0,1,A
F1,10/03/2023,20:00,Lille,Lyon,3,3,D
F1,11/03/2023,16:00,Auxerre,Rennes,0,0,D
F1,11/03/2023,20:00,Brest,Paris SG,1,2,A
F1,12/03/2023,12:00,Clermont,Lens,0,4,A
F1,12/03/2023,14:00,Ajaccio,Montpellier,0,1,A
F1,12/03/2023,14:00,Angers,Toulouse,0,2,A
F1,12/03/2023,14:00,Lorient,Troyes,2,0,H
F1,12/03/2023,14:00,Nantes,Nice,2,2,D
F1,12/03/2023,16:05,Monaco,Reims,0,1,A
F1,12/03/2023,19:45,Marseille,Strasbourg,2,2,D
F1,17/03/2023,20:00,Lyon,Nantes,1,1,D
F1,18/03/2023,16:00,Toulouse,Lille,0,2,A
F1,18/03/2023,20:00,Lens,Angers,3,0,H
F1,19/03/2023,12:00,Ajaccio,Monaco,0,2,A
F1,19/03/2023,14:00,Montpellier,Clermont,2,1,H
F1,19/03/2023,14:00,Nice,Lorient,1,1,D
F1,19/03/2023,14:00,Strasbourg,Auxerre,2,0,H
F1,19/03/2023,14:00,Troyes,Brest,2,2,D
F1,19/03/2023,16:05,Paris SG,Rennes,0,2,A
F1,19/03/2023,19:45,Reims,Marseille,1,2,A
F1,31/03/2023,20:00,Marseille,Montpellier,1,1,D
F1,01/04/2023,16:00,Auxerre,Troyes,1,0,H
F1,01/04/2023,20:00,Rennes,Lens,0,1,A
F1,02/04/2023,12:00,Lille,Lorient,3,1,H
F1,02/04/2023,14:00,Angers,Nice,1,1,D
F1,02/04/2023,14:00,Brest,Toulouse,3,1,H
F1,02/04/2023,14:00,Clermont,Ajaccio,2,1,H
F1,02/04/2023,14:00,Nantes,Reims,0,3,A
F1,02/04/2023,16:05,Monaco,Strasbourg,4,3,H
F1,02/04/2023,19:45,Paris SG,Lyon,0,1,A
F1,07/04/2023,20:00,Lens,Strasbourg,2,1,H
F1,08/04/2023,16:00,Angers,Lille,1,0,H
F1,08/04/2023,20:00,Nice,Paris SG,0,2,A
F1,09/04/2023,12:00,Lyon,Rennes,3,1,H
F1,09/04/2023,14:00,Ajaccio,Auxerre,0,3,A
F1,09/04/2023,14:00,Montpellier,Toulouse,1,2,A
F1,09/04/2023,14:00,Reims,Brest,1,1,D
F1,09/04/2023,14:00,Troyes,Clermont,0,2,A
F1,09/04/2023,16:05,Nantes,Monaco,2,2,D
F1,09/04/2023,19:45,Lorient,Marseille,0,0,D
F1,14/04/2023,20:00,Toulouse,Lyon,1,2,A
F1,15/04/2023,16:00,Rennes,Reims,3,0,H
F1,15/04/2023,20:00,Paris SG,Lens,3,1,H
F1,16/04/2023,12:00,Lille,Montpellier,2,1,H
F1,16/04/2023,14:00,Auxerre,Nantes,2,1,H
F1,16/04/2023,14:00,Brest,Nice,1,0,H
F1,16/04/2023,14:00,Clermont,Angers,2,1,H
F1,16/04/2023,14:00,Strasbourg,Ajaccio,3,1,H
F1,16/04/2023,16:05,Monaco,Lorient,3,1,H
F1,16/04/2023,19:45,Marseille,Troyes,3,1,H
F1,21/04/2023,20:00,Angers,Paris SG,1,2,A
F1,22/04/2023,16:00,Auxerre,Lille,1,1,D
F1,22/04/2023,20:00,Lens,Monaco,3,0,H
F1,23/04/2023,12:00,Reims,Strasbourg,0,2,A
F1,23/04/2023,14:00,Ajaccio,Brest,0,0,D
F1,23/04/2023,14:00,Lorient,Toulouse,0,1,A
F1,23/04/2023,14:00,Nantes,Troyes,2,2,D
F1,23/04/2023,14:00,Nice,Clermont,1,2,A
F1,23/04/2023,16:05,Montpellier,Rennes,1,0,H
F1,23/04/2023,19:45,Lyon,Marseille,1,2,A
F1,28/04/2023,20:00,Strasbourg,Lyon,1,2,A
F1,29/04/2023,16:00,Lille,Ajaccio,3,0,H
F1,30/04/2023,12:00,Monaco,Montpellier,0,4,A
F1,30/04/2023,14:00,Clermont,Reims,1,0,H
F1,30/04/2023,14:00,Rennes,Angers,4,2,H
F1,30/04/2023,14:00,Troyes,Nice,0,1,A
F1,30/04/2023,16:05,Paris SG,Lorient,1,3,A
F1,30/04/2023,19:45,Marseille,Auxerre,2,1,H
F1,02/05/2023,20:00,Toulouse,Lens,0,1,A
F1,03/05/2023,20:00,Brest,Nantes,2,0,H
F1,06/05/2023,16:00,Nice,Rennes,2,1,H
F1,06/05/2023,18:00,Reims,Lille,1,0,H
F1,06/05/2023,20:00,Lens,Marseille,2,1,H
F1,07/05/2023,12:00,Angers,Monaco,1,2,A
F1,07/05/2023,14:00,Ajaccio,Toulouse,0,0,D
F1,07/05/2023,14:00,Auxerre,Clermont,1,1,D
F1,07/05/2023,14:00,Lorient,Brest,2,1,H
F1,07/05/2023,14:00,Nantes,Strasbourg,0,2,A
F1,07/05/2023,16:05,Lyon,Montpellier,5,4,H
F1,07/05/2023,19:45,Troyes,Paris SG,1,3,A
F1,12/05/2023,20:00,Lens,Reims,2,1,H
F1,13/05/2023,16:00,Strasbourg,Nice,2,0,H
F1,13/05/2023,20:00,Paris SG,Ajaccio,5,0,H
F1,14/05/2023,12:00,Clermont,Lyon,2,1,H
F1,14/05/2023,14:00,Brest,Auxerre,1,0,H
F1,14/05/2023,14:00,Montpellier,Lorient,1,1,D
F1,14/05/2023,14:00,Rennes,Troyes,4,0,H
F1,14/05/2023,14:00,Toulouse,Nantes,0,0,D
F1,14/05/2023,16:05,Monaco,Lille,0,0,D
F1,14/05/2023,19:45,Marseille,Angers,3,1,H
F1,19/05/2023,20:00,Lyon,Monaco,3,1,H
F1,20/05/2023,16:00,Nantes,Montpellier,0,3,A
F1,20/05/2023,20:00,Lille,Marseille,2,1,H
F1,21/05/2023,12:00,Ajaccio,Rennes,0,5,A
F1,21/05/2023,14:00,Brest,Clermont,2,1,H
F1,21/05/2023,14:00,Nice,Toulouse,0,0,D
F1,21/05/2023,14:00,Reims,Angers,2,2,D
F1,21/05/2023,14:00,Troyes,Strasbourg,1,1,D
F1,21/05/2023,16:05,Lorient,Lens,1,3,A
F1,21/05/2023,19:45,Auxerre,Paris SG,1,2,A
F1,27/05/2023,20:00,Angers,Troyes,2,1,H
F1,27/05/2023,20:00,Clermont,Lorient,2,0,H
F1,27/05/2023,20:00,Lens,Ajaccio,3,0,H
F1,27/05/2023,20:00,Lille,Nantes,2,1,H
F1,27/05/2023,20:00,Lyon,Reims,3,0,H
F1,27/05/2023,20:00,Marseille,Brest,1,2,A
F1,27/05/2023,20:00,Montpellier,Nice,2,3,A
F1,27/05/2023,20:00,Rennes,Monaco,2,0,H
F1,27/05/2023,20:00,Strasbourg,Paris SG,1,1,D
F1,27/05/2023,20:00,Toulouse,Auxerre,1,1,D
F1,03/06/2023,20:00,Ajaccio,Marseille,1,0,H
F1,03/06/2023,20:00,Auxerre,Lens,1,3,A
F1,03/06/2023,20:00,Brest,Rennes,1,2,A
F1,03/06/2023,20:00,Lorient,Strasbourg,2,1,H
F1,03/06/2023,20:00,Monaco,Toulouse,1,2,A
F1,03/06/2023,20:00,Nantes,Angers,1,0,H
F1,03/06/2023,20:00,Nice,Lyon,3,1,H
F1,03/06/2023,20:00,Paris SG,Clermont,2,3,A
F1,03/06/2023,20:00,Reims,Montpellier,1,3,A
F1,03/06/2023,20:00,Troyes,Lille,1,1,D
F1,11/08/2023,20:00,Nice,Lille,1,1,D
F1,12/08/2023,16:00,Marseille,Reims,2,1,H
F1,12/08/2023,20:00,Paris SG,Lorient,0,0,D
F1,13/08/2023,12:00,Brest,Lens,3,2,H
F1,13/08/2023,14:00,Clermont,Monaco,2,4,A
F1,13/08/2023,14:00,Montpellier,Le Havre,2,2,D
F1,13/08/2023,14:00,Nantes,Toulouse,1,2,A
F1,13/08/2023,16:05,Rennes,Metz,5,1,H
F1,13/08/2023,19:45,Strasbourg,Lyon,2,1,H
F1,18/08/2023,20:00,Metz,Marseille,2,2,D
F1,19/08/2023,18:00,Lyon,Montpellier,1,4,A
F1,19/08/2023,20:00,Toulouse,Paris SG,1,1,D
F1,20/08/2023,12:00,Lille,Nantes,2,0,H
F1,20/08/2023,14:00,Le Havre,Brest,1,2,A
F1,20/08/2023,14:00,Lorient,Nice,1,1,D
F1,20/08/2023,14:00,Reims,Clermont,2,0,H
F1,20/08/2023,16:05,Monaco,Strasbourg,3,0,H
F1,20/08/2023,19:45,Lens,Rennes,1,1,D
F1,25/08/2023,20:00,Nantes,Monaco,3,3,D
F1,26/08/2023,18:00,Marseille,Brest,2,0,H
F1,26/08/2023,20:00,Paris SG,Lens,3,1,H
F1,27/08/2023,12:00,Rennes,Le Havre,2,2,D
F1,27/08/2023,14:00,Clermont,Metz,0,1,A
F1,27/08/2023,14:00,Montpellier,Reims,1,3,A
F1,27/08/2023,14:00,Strasbourg,Toulouse,2,0,H
F1,27/08/2023,16:05,Lorient,Lille,4,1,H
F1,27/08/2023,19:45,Nice,Lyon,0,0,D
F1,01/09/2023,20:00,Nantes,Marseille,1,1,D
F1,02/09/2023,16:00,Brest,Rennes,0,0,D
F1,02/09/2023,20:00,Monaco,Lens,3,0,H
F1,03/09/2023,12:00,Toulouse,Clermont,2,2,D
F1,03/09/2023,14:00,Le Havre,Lorient,3,0,H
F1,03/09/2023,14:00,Lille,Montpellier,1,0,H
F1,03/09/2023,14:00,Metz,Reims,2,2,D
F1,03/09/2023,16:05,Nice,Strasbourg,2,0,H
F1,03/09/2023,19:45,Lyon,Paris SG,1,4,A
F1,15/09/2023,20:00,Paris SG,Nice,2,3,A
F1,16/09/2023,16:00,Rennes,Lille,2,2,D
F1,16/09/2023,20:00,Lens,Metz,0,1,A
F1,17/09/2023,12:00,Lorient,Monaco,2,2,D
F1,17/09/2023,14:00,Clermont,Nantes,0,1,A
F1,17/09/2023,14:00,Reims,Brest,1,2,A
F1,17/09/2023,14:00,Strasbourg,Montpellier,2,2,D
F1,17/09/2023,16:05,Marseille,Toulouse,0,0,D
F1,17/09/2023,19:45,Lyon,Le Havre,0,0,D
F1,22/09/2023,20:00,Monaco,Nice,0,1,A
F1,23/09/2023,16:00,Nantes,Lorient,5,3,H
F1,23/09/2023,20:00,Brest,Lyon,1,0,H
F1,24/09/2023,12:00,Metz,Strasbourg,0,1,A
F1,24/09/2023,14:00,Le Havre,Clermont,2,1,H
F1,24/09/2023,14:00,Lens,Toulouse,2,1,H
F1,24/09/2023,16:05,Montpellier,Rennes,0,0,D
F1,24/09/2023,19:45,Paris SG,Marseille,4,0,H
F1,26/09/2023,20:00,Lille,Reims,1,2,A
F1,29/09/2023,20:00,Strasbourg,Lens,0,1,A
F1,30/09/2023,16:00,Clermont,Paris SG,0,0,D
F1,30/09/2023,20:00,Monaco,Marseille,3,2,H
F1,01/10/2023,12:00,Reims,Lyon,2,0,H
F1,01/10/2023,14:00,Le Havre,Lille,0,2,A
F1,01/10/2023,14:00,Nice,Brest,0,0,D
F1,01/10/2023,14:00,Toulouse,Metz,3,0,H
F1,01/10/2023,16:05,Lorient,Montpellier,0,3,A
F1,01/10/2023,19:45,Rennes,Nantes,3,1,H
F1,06/10/2023,20:00,Strasbourg,Nantes,1,2,A
F1,07/10/2023,16:00,Metz,Nice,0,1,A
F1,07/10/2023,20:00,Reims,Monaco,1,3,A
F1,08/10/2023,12:00,Marseille,Le Havre,3,0,H
F1,08/10/2023,14:00,Brest,Toulouse,1,1,D
F1,08/10/2023,14:00,Lyon,Lorient,3,3,D
F1,08/10/2023,16:05,Lens,Lille,1,1,D
F1,08/10/2023,19:45,Rennes,Paris SG,1,3,A
F1,20/10/2023,20:00,Le Havre,Lens,0,0,D
F1,21/10/2023,16:00,Paris SG,Strasbourg,3,0,H
F1,21/10/2023,20:00,Nice,Marseille,1,0,H
F1,22/10/2023,12:00,Lorient,Rennes,2,1,H
F1,22/10/2023,14:00,Lille,Brest,1,0,H
F1,22/10/2023,14:00,Nantes,Montpellier,2,0,H
F1,22/10/2023,14:00,Toulouse,Reims,1,1,D
F1,22/10/2023,16:05,Monaco,Metz,2,1,H
F1,22/10/2023,19:45,Lyon,Clermont,1,2,A
F1,27/10/2023,20:00,Clermont,Nice,0,1,A
F1,28/10/2023,16:00,Reims,Lorient,1,0,H
