Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
F1,28/10/2023,20:00,Lens,Nantes,4,0,H
F1,29/10/2023,12:00,Brest,Paris SG,2,3,A
F1,29/10/2023,14:00,Lille,Monaco,2,0,H
F1,29/10/2023,14:00,Metz,Le Havre,0,0,D
F1,29/10/2023,14:00,Montpellier,Toulouse,3,0,H
F1,29/10/2023,16:05,Rennes,Strasbourg,1,1,D
F1,03/11/2023,20:00,Paris SG,Montpellier,3,0,H
F1,04/11/2023,16:00,Lorient,Lens,0,0,D
F1,04/11/2023,20:00,Marseille,Lille,0,0,D
F1,05/11/2023,12:00,Lyon,Metz,1,1,D
F1,05/11/2023,14:00,Nantes,Reims,0,1,A
F1,05/11/2023,14:00,Strasbourg,Clermont,0,0,D
F1,05/11/2023,14:00,Toulouse,Le Havre,1,2,A
F1,05/11/2023,16:05,Monaco,Brest,2,0,H
F1,05/11/2023,19:45,Nice,Rennes,2,0,H
F1,10/11/2023,20:00,Montpellier,Nice,0,0,D
F1,11/11/2023,16:00,Reims,Paris SG,0,3,A
F1,11/11/2023,20:00,Le Havre,Monaco,0,0,D
F1,12/11/2023,14:00,Clermont,Lorient,1,0,H
F1,12/11/2023,14:00,Lille,Toulouse,1,1,D
F1,12/11/2023,14:00,Metz,Nantes,3,1,H
F1,12/11/2023,16:05,Rennes,Lyon,0,1,A
F1,12/11/2023,19:45,Lens,Marseille,1,0,H
F1,24/11/2023,20:00,Paris SG,Monaco,5,2,H
F1,25/11/2023,16:00,Clermont,Lens,0,3,A
F1,25/11/2023,20:00,Strasbourg,Marseille,1,1,D
F1,26/11/2023,12:00,Nice,Toulouse,1,0,H
F1,26/11/2023,14:00,Lorient,Metz,2,3,A
F1,26/11/2023,14:00,Montpellier,Brest,1,3,A
F1,26/11/2023,14:00,Nantes,Le Havre,0,0,D
F1,26/11/2023,16:05,Rennes,Reims,3,1,H
F1,26/11/2023,19:45,Lyon,Lille,0,2,A
F1,29/11/2023,18:00,Montpellier,Clermont,1,1,D
F1,01/12/2023,20:00,Reims,Strasbourg,2,1,H
F1,02/12/2023,16:00,Lens,Lyon,3,2,H
F1,02/12/2023,20:00,Nantes,Nice,1,0,H
F1,03/12/2023,12:00,Le Havre,Paris SG,0,2,A
F1,03/12/2023,14:00,Brest,Clermont,3,0,H
F1,03/12/2023,14:00,Monaco,Montpellier,2,0,H
F1,03/12/2023,14:00,Toulouse,Lorient,1,1,D
F1,03/12/2023,16:05,Lille,Metz,2,0,H
F1,03/12/2023,19:45,Marseille,Rennes,2,0,H
F1,06/12/2023,20:00,Marseille,Lyon,3,0,H
F1,07/12/2023,19:30,Brest,Strasbourg,1,1,D
F1,08/12/2023,20:00,Montpellier,Lens,0,0,D
F1,09/12/2023,16:00,Rennes,Monaco,1,2,A
F1,09/12/2023,20:00,Paris SG,Nantes,2,1,H
F1,10/12/2023,12:00,Nice,Reims,2,1,H
F1,10/12/2023,14:00,Clermont,Lille,0,0,D
F1,10/12/2023,14:00,Metz,Brest,0,1,A
F1,10/12/2023,14:00,Strasbourg,Le Havre,2,1,H
F1,10/12/2023,16:05,Lyon,Toulouse,3,0,H
F1,10/12/2023,19:45,Lorient,Marseille,2,4,A
F1,15/12/2023,20:00,Monaco,Lyon,0,1,A
F1,16/12/2023,16:00,Le Havre,Nice,3,1,H
F1,16/12/2023,20:00,Lens,Reims,2,0,H
F1,17/12/2023,12:00,Nantes,Brest,0,2,A
F1,17/12/2023,14:00,Lorient,Strasbourg,1,2,A
F1,17/12/2023,14:00,Metz,Montpellier,0,1,A
F1,17/12/2023,14:00,Toulouse,Rennes,0,0,D
F1,17/12/2023,16:05,Marseille,Clermont,2,1,H
F1,17/12/2023,19:45,Lille,Paris SG,1,1,D
F1,20/12/2023,20:00,Brest,Lorient,4,0,H
F1,20/12/2023,20:00,Clermont,Rennes,1,3,A
F1,20/12/2023,20:00,Lyon,Nantes,1,0,H
F1,20/12/2023,20:00,Montpellier,Marseille,1,1,D
F1,20/12/2023,20:00,Nice,Lens,2,0,H
F1,20/12/2023,20:00,Paris SG,Metz,3,1,H
F1,20/12/2023,20:00,Reims,Le Havre,1,0,H
F1,20/12/2023,20:00,Strasbourg,Lille,2,1,H
F1,20/12/2023,20:00,Toulouse,Monaco,1,2,A
F1,12/01/2024,20:00,Marseille,Strasbourg,1,1,D
F1,13/01/2024,16:00,Monaco,Reims,1,3,A
F1,13/01/2024,20:00,Rennes,Nice,2,0,H
F1,14/01/2024,12:00,Lille,Lorient,3,0,H
F1,14/01/2024,14:00,Brest,Montpellier,2,0,H
F1,14/01/2024,14:00,Metz,Toulouse,0,1,A
F1,14/01/2024,14:00,Nantes,Clermont,1,2,A
F1,14/01/2024,16:05,Le Havre,Lyon,3,1,H
F1,14/01/2024,19:45,Lens,Paris SG,0,2,A
F1,26/01/2024,20:00,Lyon,Rennes,2,3,A
F1,27/01/2024,16:00,Nice,Metz,1,0,H
F1,27/01/2024,20:00,Marseille,Monaco,2,2,D
F1,28/01/2024,12:00,Montpellier,Lille,0,0,D
F1,28/01/2024,14:00,Clermont,Strasbourg,1,1,D
F1,28/01/2024,14:00,Lorient,Le Havre,3,3,D
F1,28/01/2024,14:00,Reims,Nantes,0,0,D
F1,28/01/2024,16:05,Toulouse,Lens,0,2,A
F1,28/01/2024,19:45,Paris SG,Brest,2,2,D
F1,02/02/2024,20:00,Strasbourg,Paris SG,1,2,A
F1,03/02/2024,16:00,Rennes,Montpellier,2,1,H
F1,03/02/2024,20:00,Nantes,Lens,0,1,A
F1,04/02/2024,12:00,Monaco,Le Havre,1,1,D
F1,04/02/2024,14:00,Lille,Clermont,4,0,H
F1,04/02/2024,14:00,Metz,Lorient,1,2,A
F1,04/02/2024,14:00,Reims,Toulouse,2,3,A
F1,04/02/2024,16:05,Brest,Nice,0,0,D
F1,04/02/2024,19:45,Lyon,Marseille,1,0,H
F1,09/02/2024,20:00,Marseille,Metz,1,1,D
F1,10/02/2024,16:00,Lens,Strasbourg,3,1,H
F1,10/02/2024,20:00,Paris SG,Lille,3,1,H
F1,11/02/2024,12:00,Le Havre,Rennes,0,1,A
F1,11/02/2024,14:00,Clermont,Brest,1,1,D
F1,11/02/2024,14:00,Lorient,Reims,2,0,H
F1,11/02/2024,14:00,Toulouse,Nantes,1,2,A
F1,11/02/2024,16:05,Montpellier,Lyon,1,2,A
F1,11/02/2024,19:45,Nice,Monaco,2,3,A
F1,16/02/2024,20:00,Lyon,Nice,1,0,H
F1,17/02/2024,16:00,Lille,Le Havre,3,0,H
F1,17/02/2024,20:00,Nantes,Paris SG,0,2,A
F1,18/02/2024,12:00,Strasbourg,Lorient,1,3,A
F1,18/02/2024,14:00,Monaco,Toulouse,1,2,A
F1,18/02/2024,14:00,Montpellier,Metz,3,0,H
F1,18/02/2024,14:00,Rennes,Clermont,3,1,H
F1,18/02/2024,16:05,Reims,Lens,1,1,D
F1,18/02/2024,19:45,Brest,Marseille,1,0,H
F1,23/02/2024,20:00,Metz,Lyon,1,2,A
F1,24/02/2024,16:00,Lorient,Nantes,0,1,A
F1,24/02/2024,20:00,Strasbourg,Brest,0,3,A
F1,25/02/2024,12:00,Lens,Monaco,2,3,A
F1,25/02/2024,14:00,Le Havre,Reims,1,2,A
F1,25/02/2024,14:00,Nice,Clermont,0,0,D
F1,25/02/2024,14:00,Toulouse,Lille,3,1,H
F1,25/02/2024,16:05,Paris SG,Rennes,1,1,D
F1,25/02/2024,19:45,Marseille,Montpellier,4,1,H
F1,01/03/2024,20:00,Monaco,Paris SG,0,0,D
F1,02/03/2024,16:00,Reims,Lille,0,1,A
F1,02/03/2024,20:00,Clermont,Marseille,1,5,A
F1,03/03/2024,12:00,Toulouse,Nice,2,1,H
F1,03/03/2024,14:00,Brest,Le Havre,1,0,H
F1,03/03/2024,14:00,Montpellier,Strasbourg,2,2,D
F1,03/03/2024,14:00,Nantes,Metz,0,2,A
F1,03/03/2024,16:05,Rennes,Lorient,1,2,A
F1,03/03/2024,19:45,Lyon,Lens,0,3,A
F1,08/03/2024,20:00,Nice,Montpellier,1,2,A
F1,09/03/2024,16:00,Lorient,Lyon,0,2,A
F1,09/03/2024,20:00,Lens,Brest,1,0,H
F1,10/03/2024,12:00,Paris SG,Reims,2,2,D
F1,10/03/2024,14:00,Le Havre,Toulouse,1,0,H
F1,10/03/2024,14:00,Metz,Clermont,1,0,H
F1,10/03/2024,14:00,Strasbourg,Monaco,0,1,A
F1,10/03/2024,16:05,Lille,Rennes,2,2,D
F1,10/03/2024,19:45,Marseille,Nantes,2,0,H
F1,15/03/2024,20:00,Toulouse,Lyon,2,3,A
F1,16/03/2024,16:00,Nantes,Strasbourg,1,3,A
F1,16/03/2024,20:00,Lens,Nice,1,3,A
F1,17/03/2024,12:00,Brest,Lille,1,1,D
F1,17/03/2024,14:00,Clermont,Le Havre,2,1,H
F1,17/03/2024,14:00,Monaco,Lorient,2,2,D
F1,17/03/2024,14:00,Reims,Metz,2,1,H
F1,17/03/2024,16:05,Rennes,Marseille,2,0,H
F1,17/03/2024,19:45,Montpellier,Paris SG,2,6,A
F1,29/03/2024,20:00,Lille,Lens,2,1,H
F1,30/03/2024,16:00,Metz,Monaco,2,5,A
F1,30/03/2024,20:00,Lyon,Reims,1,1,D
F1,31/03/2024,12:00,Lorient,Brest,0,1,A
F1,31/03/2024,14:00,Clermont,Toulouse,0,3,A
F1,31/03/2024,14:00,Le Havre,Montpellier,0,2,A
F1,31/03/2024,14:00,Nice,Nantes,1,2,A
F1,31/03/2024,16:05,Strasbourg,Rennes,2,0,H
F1,31/03/2024,19:45,Marseille,Paris SG,0,2,A
F1,05/04/2024,20:00,Lille,Marseille,3,1,H
F1,06/04/2024,16:00,Lens,Le Havre,1,1,D
F1,06/04/2024,20:00,Paris SG,Clermont,1,1,D
F1,07/04/2024,12:00,Brest,Metz,4,3,H
F1,07/04/2024,14:00,Montpellier,Lorient,2,0,H
F1,07/04/2024,14:00,Reims,Nice,0,0,D
F1,07/04/2024,14:00,Toulouse,Strasbourg,0,0,D
F1,07/04/2024,16:05,Monaco,Rennes,1,0,H
F1,07/04/2024,19:45,Nantes,Lyon,1,3,A
F1,12/04/2024,20:00,Metz,Lens,2,1,H
F1,13/04/2024,16:00,Strasbourg,Reims,3,1,H
F1,13/04/2024,20:00,Rennes,Toulouse,1,2,A
F1,14/04/2024,12:00,Le Havre,Nantes,0,1,A
F1,14/04/2024,14:00,Clermont,Montpellier,1,1,D
F1,14/04/2024,19:45,Lyon,Brest,4,3,H
F1,19/04/2024,20:00,Nice,Lorient,3,0,H
F1,20/04/2024,16:00,Nantes,Rennes,0,3,A
F1,20/04/2024,20:00,Lens,Clermont,1,0,H
F1,21/04/2024,14:00,Le Havre,Metz,0,1,A
F1,21/04/2024,14:00,Lille,Strasbourg,1,0,H
F1,21/04/2024,14:00,Reims,Montpellier,1,2,A
F1,21/04/2024,16:05,Brest,Monaco,0,2,A
F1,21/04/2024,18:00,Toulouse,Marseille,2,2,D
F1,21/04/2024,20:00,Paris SG,Lyon,4,1,H
F1,24/04/2024,18:00,Lorient,Paris SG,1,4,A
F1,24/04/2024,20:00,Marseille,Nice,2,2,D
F1,24/04/2024,20:00,Monaco,Lille,1,0,H
F1,26/04/2024,20:00,Montpellier,Nantes,1,1,D
F1,27/04/2024,20:00,Paris SG,Le Havre,3,3,D
F1,28/04/2024,12:00,Metz,Lille,1,2,A
F1,28/04/2024,14:00,Clermont,Reims,4,1,H
F1,28/04/2024,14:00,Lorient,Toulouse,1,2,A
F1,28/04/2024,14:00,Strasbourg,Nice,1,3,A
F1,28/04/2024,16:05,Rennes,Brest,4,5,A
F1,28/04/2024,18:00,Lyon,Monaco,3,2,H
F1,28/04/2024,20:00,Marseille,Lens,2,1,H
F1,03/05/2024,18:00,Toulouse,Montpellier,1,2,A
F1,03/05/2024,20:00,Lens,Lorient,2,0,H
F1,04/05/2024,14:00,Le Havre,Strasbourg,3,1,H
F1,04/05/2024,16:00,Monaco,Clermont,4,1,H
F1,04/05/2024,18:00,Metz,Rennes,2,3,A
F1,04/05/2024,20:00,Brest,Nantes,0,0,D
F1,06/05/2024,20:00,Lille,Lyon,3,4,A
F1,10/05/2024,20:00,Brest,Reims,1,1,D
F1,10/05/2024,20:00,Nice,Le Havre,1,0,H
F1,12/05/2024,20:00,Clermont,Lyon,0,1,A
F1,12/05/2024,20:00,Marseille,Lorient,3,1,H
F1,12/05/2024,20:00,Montpellier,Monaco,0,2,A
F1,12/05/2024,20:00,Nantes,Lille,1,2,A
F1,12/05/2024,20:00,Paris SG,Toulouse,1,3,A
F1,12/05/2024,20:00,Rennes,Lens,1,1,D
F1,12/05/2024,20:00,Strasbourg,Metz,2,1,H
F1,15/05/2024,20:00,Nice,Paris SG,1,2,A
F1,15/05/2024,20:00,Reims,Marseille,1,0,H
F1,19/05/2024,20:00,Le Havre,Marseille,1,2,A
F1,19/05/2024,20:00,Lens,Montpellier,2,2,D
F1,19/05/2024,20:00,Lille,Nice,2,2,D
F1,19/05/2024,20:00,Lorient,Clermont,5,0,H
F1,19/05/2024,20:00,Lyon,Strasbourg,2,1,H
F1,19/05/2024,20:00,Metz,Paris SG,0,2,A
F1,19/05/2024,20:00,Monaco,Nantes,4,0,H
F1,19/05/2024,20:00,Reims,Rennes,2,1,H
F1,19/05/2024,20:00,Toulouse,Brest,0,3,A
F1,15/08/2025,19:45,Rennes,Marseille,1,0,H
F1,16/08/2025,16:00,Lens,Lyon,0,1,A
F1,16/08/2025,18:00,Monaco,Le Havre,3,1,H
F1,16/08/2025,20:05,Nice,Toulouse,0,1,A
F1,17/08/2025,14:00,Brest,Lille,3,3,D
F1,17/08/2025,16:15,Angers,Paris FC,1,0,H
F1,17/08/2025,16:15,Auxerre,Lorient,1,0,H
F1,17/08/2025,16:15,Metz,Strasbourg,0,1,A
F1,17/08/2025,19:45,Nantes,Paris SG,0,1,A
F1,22/08/2025,19:45,Paris SG,Angers,1,0,H
F1,23/08/2025,16:00,Marseille,Paris FC,5,2,H
F1,23/08/2025,18:00,Nice,Auxerre,3,1,H
F1,23/08/2025,20:05,Lyon,Metz,3,0,H
F1,24/08/2025,14:00,Lorient,Rennes,4,0,H
F1,24/08/2025,16:15,Le Havre,Lens,1,2,A
F1,24/08/2025,16:15,Strasbourg,Nantes,1,0,H
F1,24/08/2025,16:15,Toulouse,Brest,2,0,H
F1,24/08/2025,19:45,Lille,Monaco,1,0,H
F1,29/08/2025,19:45,Lens,Brest,3,1,H
F1,30/08/2025,16:00,Lorient,Lille,1,7,A
F1,30/08/2025,18:00,Nantes,Auxerre,1,0,H
F1,30/08/2025,20:05,Toulouse,Paris SG,3,6,A
F1,31/08/2025,14:00,Angers,Rennes,1,1,D
F1,31/08/2025,16:15,Le Havre,Nice,3,1,H
F1,31/08/2025,16:15,Monaco,Strasbourg,3,2,H
F1,31/08/2025,16:15,Paris FC,Metz,3,2,H
F1,31/08/2025,19:45,Lyon,Marseille,1,0,H
F1,12/09/2025,19:45,Marseille,Lorient,4,0,H
F1,13/09/2025,16:00,Nice,Nantes,1,0,H
F1,13/09/2025,20:05,Auxerre,Monaco,1,2,A
F1,14/09/2025,14:00,Lille,Toulouse,2,1,H
F1,14/09/2025,16:15,Brest,Paris FC,1,2,A
F1,14/09/2025,16:15,Metz,Angers,1,1,D
F1,14/09/2025,16:15,Paris SG,Lens,2,0,H
F1,14/09/2025,16:15,Strasbourg,Le Havre,1,0,H
F1,14/09/2025,19:45,Rennes,Lyon,3,1,H
F1,19/09/2025,19:45,Lyon,Angers,1,0,H
F1,20/09/2025,16:00,Nantes,Rennes,2,2,D
F1,20/09/2025,18:00,Brest,Nice,4,1,H
F1,20/09/2025,20:05,Lens,Lille,3,0,H
F1,21/09/2025,14:00,Paris FC,Strasbourg,2,3,A
F1,21/09/2025,16:15,Auxerre,Toulouse,1,0,H
F1,21/09/2025,16:15,Le Havre,Lorient,1,1,D
F1,21/09/2025,16:15,Monaco,Metz,5,2,H
F1,22/09/2025,22:00,Marseille,Paris SG,1,0,H
F1,26/09/2025,19:45,Strasbourg,Marseille,1,2,A
F1,27/09/2025,16:00,Lorient,Monaco,3,1,H
F1,27/09/2025,18:00,Toulouse,Nantes,2,2,D
F1,27/09/2025,20:05,Paris SG,Auxerre,2,0,H
F1,28/09/2025,14:00,Nice,Paris FC,1,1,D
F1,28/09/2025,16:15,Angers,Brest,0,2,A
F1,28/09/2025,16:15,Lille,Lyon,0,1,A
F1,28/09/2025,16:15,Metz,Le Havre,0,0,D
F1,28/09/2025,19:45,Rennes,Lens,0,0,D
F1,03/10/2025,19:45,Paris FC,Lorient,2,0,H
F1,04/10/2025,16:00,Metz,Marseille,0,3,A
F1,04/10/2025,18:00,Brest,Nantes,0,0,D
F1,04/10/2025,20:05,Auxerre,Lens,1,2,A
F1,05/10/2025,14:00,Lyon,Toulouse,1,2,A
F1,05/10/2025,16:15,Le Havre,Rennes,2,2,D
F1,05/10/2025,16:15,Monaco,Nice,2,2,D
F1,05/10/2025,16:15,Strasbourg,Angers,5,0,H
F1,05/10/2025,19:45,Lille,Paris SG,1,1,D
F1,17/10/2025,19:45,Paris SG,Strasbourg,3,3,D
F1,18/10/2025,16:00,Nice,Lyon,3,2,H
F1,18/10/2025,18:00,Angers,Monaco,1,1,D
F1,18/10/2025,20:05,Marseille,Le Havre,6,2,H
F1,19/10/2025,14:00,Lens,Paris FC,2,1,H
F1,19/10/2025,16:15,Lorient,Brest,3,3,D
F1,19/10/2025,16:15,Rennes,Auxerre,2,2,D
F1,19/10/2025,16:15,Toulouse,Metz,4,0,H
F1,19/10/2025,19:45,Nantes,Lille,0,2,A
F1,24/10/2025,19:45,Paris FC,Nantes,1,2,A
F1,25/10/2025,16:00,Brest,Paris SG,0,3,A
F1,25/10/2025,18:00,Monaco,Toulouse,1,0,H
F1,25/10/2025,20:05,Lens,Marseille,2,1,H
F1,26/10/2025,14:00,Lille,Metz,6,1,H
F1,26/10/2025,16:15,Angers,Lorient,2,0,H
F1,26/10/2025,16:15,Auxerre,Le Havre,0,1,A
F1,26/10/2025,16:15,Rennes,Nice,1,2,A
F1,26/10/2025,19:45,Lyon,Strasbourg,2,1,H
F1,29/10/2025,18:00,Le Havre,Brest,1,0,H
F1,29/10/2025,18:00,Lorient,Paris SG,1,1,D
F1,29/10/2025,18:00,Metz,Lens,2,0,H
F1,29/10/2025,18:00,Nice,Lille,2,0,H
F1,29/10/2025,20:05,Marseille,Angers,2,2,D
F1,29/10/2025,20:05,Nantes,Monaco,3,5,A
F1,29/10/2025,20:05,Paris FC,Lyon,3,3,D
F1,29/10/2025,20:05,Strasbourg,Auxerre,3,0,H
F1,29/10/2025,20:05,Toulouse,Rennes,2,2,D
F1,01/11/2025,16:00,Paris SG,Nice,1,0,H
F1,01/11/2025,18:00,Monaco,Paris FC,0,1,A
F1,01/11/2025,20:05,Auxerre,Marseille,0,1,A
F1,02/11/2025,14:00,Rennes,Strasbourg,4,1,H
F1,02/11/2025,16:15,Lens,Lorient,3,0,H
F1,02/11/2025,16:15,Lille,Angers,1,0,H
F1,02/11/2025,16:15,Nantes,Metz,0,2,A
F1,02/11/2025,16:15,Toulouse,Le Havre,0,0,D
F1,02/11/2025,19:45,Brest,Lyon,0,0,D
F1,07/11/2025,19:45,Paris FC,Rennes,0,1,A
F1,08/11/2025,16:00,Marseille,Brest,3,0,H
F1,08/11/2025,18:00,Le Havre,Nantes,1,1,D
F1,08/11/2025,20:05,Monaco,Lens,1,4,A
F1,09/11/2025,14:00,Lorient,Toulouse,1,1,D
F1,09/11/2025,16:15,Angers,Auxerre,2,0,H
F1,09/11/2025,16:15,Metz,Nice,2,1,H
F1,09/11/2025,16:15,Strasbourg,Lille,2,0,H
F1,09/11/2025,19:45,Lyon,Paris SG,2,3,A
F1,21/11/2025,19:45,Nice,Marseille,1,5,A
F1,22/11/2025,16:00,Lens,Strasbourg,1,0,H
F1,22/11/2025,18:00,Rennes,Monaco,4,1,H
F1,22/11/2025,20:05,Paris SG,Le Havre,3,0,H
F1,23/11/2025,14:00,Auxerre,Lyon,0,0,D
F1,23/11/2025,16:15,Brest,Metz,3,2,H
F1,23/11/2025,16:15,Nantes,Lorient,1,1,D
F1,23/11/2025,16:15,Toulouse,Angers,0,1,A
F1,23/11/2025,19:45,Lille,Paris FC,4,2,H
F1,28/11/2025,19:45,Metz,Rennes,0,1,A
F1,29/11/2025,16:00,Monaco,Paris SG,1,0,H
F1,29/11/2025,18:00,Paris FC,Auxerre,1,1,D
F1,29/11/2025,20:05,Marseille,Toulouse,2,2,D
F1,30/11/2025,14:00,Strasbourg,Brest,1,2,A
F1,30/11/2025,16:15,Angers,Lens,1,2,A
F1,30/11/2025,16:15,Le Havre,Lille,0,1,A
F1,30/11/2025,16:15,Lorient,Nice,3,1,H
F1,30/11/2025,19:45,Lyon,Nantes,3,0,H
F1,05/12/2025,18:00,Brest,Monaco,1,0,H
F1,05/12/2025,20:00,Lille,Marseille,1,0,H
F1,06/12/2025,16:00,Nantes,Lens,1,2,A
F1,06/12/2025,18:00,Toulouse,Strasbourg,1,0,H
F1,06/12/2025,20:05,Paris SG,Rennes,5,0,H
F1,07/12/2025,14:00,Nice,Angers,0,1,A
F1,07/12/2025,16:15,Auxerre,Metz,3,1,H
F1,07/12/2025,16:15,Le Havre,Paris FC,0,0,D
F1,07/12/2025,19:45,Lorient,Lyon,1,0,H
F1,12/12/2025,19:45,Angers,Nantes,4,1,H
F1,13/12/2025,16:00,Rennes,Brest,3,1,H
F1,13/12/2025,18:00,Metz,Paris SG,2,3,A
F1,13/12/2025,20:05,Paris FC,Toulouse,0,3,A
F1,14/12/2025,14:00,Lyon,Le Havre,1,0,H
F1,14/12/2025,16:15,Auxerre,Lille,3,4,A
F1,14/12/2025,16:15,Lens,Nice,2,0,H
F1,14/12/2025,16:15,Strasbourg,Lorient,0,0,D
F1,14/12/2025,19:45,Marseille,Monaco,1,0,H
F1,02/01/2026,19:45,Toulouse,Lens,0,3,A
F1,03/01/2026,16:00,Monaco,Lyon,1,3,A
F1,03/01/2026,18:00,Nice,Strasbourg,1,1,D
F1,03/01/2026,20:05,Lille,Rennes,0,2,A
F1,04/01/2026,14:00,Marseille,Nantes,0,2,A
F1,04/01/2026,16:15,Brest,Auxerre,2,0,H
F1,04/01/2026,16:15,Le Havre,Angers,2,1,H
F1,04/01/2026,16:15,Lorient,Metz,1,1,D
F1,04/01/2026,19:45,Paris SG,Paris FC,2,1,H
F1,16/01/2026,18:00,Monaco,Lorient,1,3,A
F1,16/01/2026,20:00,Paris SG,Lille,3,0,H
F1,17/01/2026,16:00,Lens,Auxerre,1,0,H
F1,17/01/2026,18:00,Toulouse,Nice,5,1,H
F1,17/01/2026,20:05,Angers,Marseille,2,5,A
F1,18/01/2026,14:00,Strasbourg,Metz,2,1,H
F1,18/01/2026,16:15,Nantes,Paris FC,1,2,A
F1,18/01/2026,16:15,Rennes,Le Havre,1,1,D
F1,18/01/2026,19:45,Lyon,Brest,2,1,H
F1,23/01/2026,19:00,Auxerre,Paris SG,0,1,A
F1,24/01/2026,16:00,Rennes,Lorient,0,2,A
